TimeStamp,Value
20220927142029,42.55295991897583
20220927142030,42.880070209503174
20220927142031,40.78247547149658
20220927142032,42.93731451034546
20220927142033,43.28895807266235
20220927142034,42.92095899581909
20220927142035,42.90051460266113
20220927142037,42.85553693771362
20220927142038,42.9168701171875
20220927142039,42.50798225402832
20220927142040,42.9168701171875
20220927142041,42.929136753082275
20220927142042,42.904603481292725
20220927142043,42.9168701171875
20220927142044,42.87598133087158
20220927142045,42.87598133087158
20220927142046,42.89233684539795
20220927142047,42.84735918045044
20220927142048,42.93322563171387
20220927142049,42.908692359924316
20220927142050,42.92095899581909
20220927142051,42.880070209503174
20220927142052,42.908692359924316
20220927142053,42.953670024871826
20220927142054,42.925047874450684
20220927142055,42.92095899581909
20220927142056,42.929136753082275
20220927142057,42.89233684539795
20220927142058,43.33393573760986
20220927142059,42.904603481292725
20220927142100,43.926823139190674
20220927142101,42.93731451034546
20220927142102,43.4647798538208
20220927142103,42.929136753082275
20220927142104,42.880070209503174
20220927142105,43.317580223083496
20220927142106,42.908692359924316
20220927142107,43.28486919403076
20220927142108,42.9168701171875
20220927142109,42.89642572402954
20220927142110,42.904603481292725
20220927142111,43.33393573760986
20220927142112,43.358469009399414
20220927142113,42.87189245223999
20220927142114,43.35438013076782
20220927142115,43.383002281188965
20220927142116,42.87598133087158
20220927142117,43.32984685897827
20220927142118,43.32575798034668
20220927142119,43.25624704360962
20220927142120,42.93322563171387
20220927142121,43.3666467666626
20220927142122,43.32166910171509
20220927142123,43.32166910171509
20220927142124,43.29713582992554
20220927142125,43.26033592224121
20220927142126,43.338024616241455
20220927142127,42.94140338897705
20220927142128,42.90051460266113
20220927142129,42.8678035736084
20220927142130,42.8678035736084
20220927142131,42.84735918045044
20220927142132,43.358469009399414
20220927142133,43.30531358718872
20220927142134,42.884159088134766
20220927142135,42.904603481292725
20220927142136,43.313491344451904
20220927142137,43.30940246582031
20220927142138,42.9168701171875
20220927142139,42.89233684539795
20220927142140,42.87189245223999
20220927142141,43.362557888031006
20220927142142,42.884159088134766
20220927142143,43.30531358718872
20220927142144,42.84735918045044
20220927142145,43.37073564529419
20220927142146,42.88824796676636
20220927142147,42.88824796676636
20220927142148,43.32984685897827
20220927142149,42.89233684539795
20220927142150,42.91278123855591
20220927142151,42.90051460266113
20220927142152,42.953670024871826
20220927142153,42.880070209503174
20220927142154,43.35029125213623
20220927142155,42.97002553939819
20220927142156,157.69169330596924
20220927142157,21.155858039855957
20220927142158,5.716252326965332
20220927142159,92.83390045166016
20220927142200,92.53132343292236
20220927142201,92.48634576797485
20220927142202,92.57221221923828
20220927142203,92.44954586029053
20220927142204,93.37772130966187
20220927142205,92.5640344619751
20220927142206,92.55176782608032
20220927142207,92.56812334060669
20220927142208,92.514967918396
20220927142209,92.49043464660645
20220927142210,92.5108790397644
20220927142211,92.52314567565918
20220927142212,92.59265661239624
20220927142213,92.51905679702759
20220927142214,14.666807651519775
20220927142215,3.5982131958007812
20220927142216,6.959271430969238
20220927142217,90.7690167427063
20220927142218,90.8180832862854
20220927142219,90.80581665039062
20220927142220,5.401408672332764
20220927142221,23.23300838470459
20220927142222,34.48151350021362
20220927142223,94.43674087524414
20220927142224,94.88651752471924
20220927142225,94.89060640335083
20220927142226,94.06874179840088
20220927142227,95.32811641693115
20220927142229,94.87425088882446
20220927142230,94.8047399520874
20220927142231,95.2545166015625
20220927142232,95.31584978103638
20220927142233,95.31176090240479
20220927142234,94.83336210250854
20220927142235,94.82927322387695
20220927142236,94.89060640335083
20220927142237,94.5103406906128
20220927142238,94.80065107345581
20220927142239,95.3076720237732
20220927142240,95.34038305282593
20220927142241,94.48171854019165
20220927142242,94.808828830719
20220927142243,94.87425088882446
20220927142244,95.36082744598389
20220927142245,94.93149518966675
20220927142246,95.48349380493164
20220927142247,95.33629417419434
20220927142248,94.86607313156128
20220927142249,94.8578953742981
20220927142250,94.88242864608765
20220927142251,95.3035831451416
20220927142252,94.53896284103394
20220927142253,94.88651752471924
20220927142254,94.50216293334961
20220927142255,94.9028730392456
20220927142256,94.47354078292847
20220927142257,94.88651752471924
20220927142258,95.29540538787842
20220927142259,94.4571852684021
20220927142300,94.47354078292847
20220927142301,95.29540538787842
20220927142302,95.23407220840454
20220927142303,92.87478923797607
20220927142304,94.55122947692871
20220927142305,94.53078508377075
20220927142306,95.33629417419434
20220927142307,94.25274133682251
20220927142308,94.1096305847168
20220927142309,94.52260732650757
20220927142310,94.08100843429565
20220927142311,94.83336210250854
20220927142312,94.87833976745605
20220927142313,94.89469528198242
20220927142314,94.83745098114014
20220927142315,94.81700658798218
20220927142316,95.31584978103638
20220927142317,94.81700658798218
20220927142318,94.39176321029663
20220927142319,94.87016201019287
20220927142320,94.39994096755981
20220927142321,94.86607313156128
20220927142322,94.9069619178772
20220927142323,94.9028730392456
20220927142324,94.47354078292847
20220927142325,94.89060640335083
20220927142326,94.89060640335083
20220927142327,94.87833976745605
20220927142328,94.84562873840332
20220927142329,94.89060640335083
20220927142330,95.37718296051025
20220927142331,94.89469528198242
20220927142332,94.8538064956665
20220927142333,94.84562873840332
20220927142334,94.93149518966675
20220927142335,94.87425088882446
20220927142336,95.31993865966797
20220927142337,95.27087211608887
20220927142338,94.43674087524414
20220927142339,94.87016201019287
20220927142340,94.88651752471924
20220927142341,94.87833976745605
20220927142342,94.84562873840332
20220927142343,94.81700658798218
20220927142344,94.87425088882446
20220927142345,94.9069619178772
20220927142346,94.84153985977173
20220927142347,94.81291770935059
20220927142348,94.82109546661377
20220927142349,94.87425088882446
20220927142350,94.87425088882446
20220927142351,94.86198425292969
20220927142352,95.34447193145752
20220927142353,94.9069619178772
20220927142354,94.87833976745605
20220927142355,94.88242864608765
20220927142356,94.86198425292969
20220927142358,94.89878416061401
20220927142359,94.41220760345459
20220927142400,94.92331743240356
20220927142401,94.8538064956665
20220927142402,94.84562873840332
20220927142403,94.83745098114014
20220927142404,94.41220760345459
20220927142405,94.89878416061401
20220927142406,94.44491863250732
20220927142407,94.87016201019287
20220927142408,94.86198425292969
20220927142409,94.89060640335083
20220927142410,94.8538064956665
20220927142411,94.8538064956665
20220927142412,94.82518434524536
20220927142413,94.89469528198242
20220927142414,94.82109546661377
20220927142415,94.86198425292969
20220927142416,94.89878416061401
20220927142417,94.83336210250854
20220927142418,94.9069619178772
20220927142419,94.86607313156128
20220927142420,94.84562873840332
20220927142421,94.8538064956665
20220927142422,94.8578953742981
20220927142423,94.87016201019287
20220927142424,94.91922855377197
20220927142425,94.9028730392456
20220927142426,94.89469528198242
20220927142427,94.87016201019287
20220927142428,94.91105079650879
20220927142429,94.87016201019287
20220927142430,94.44900751113892
20220927142431,94.8538064956665
20220927142432,94.48989629745483
20220927142433,94.89878416061401
20220927142434,94.84971761703491
20220927142435,94.02785301208496
20220927142436,95.3035831451416
20220927142437,94.84562873840332
20220927142438,94.87425088882446
20220927142439,94.87833976745605
20220927142440,95.3035831451416
20220927142441,94.84562873840332
20220927142442,96.100914478302
20220927142443,94.83745098114014
20220927142444,94.06874179840088
20220927142445,94.91922855377197
20220927142446,94.92331743240356
20220927142447,94.42447423934937
20220927142448,95.37309408187866
20220927142449,95.32402753829956
20220927142450,95.29131650924683
20220927142451,95.32402753829956
20220927142452,94.81291770935059
20220927142453,94.8578953742981
20220927142454,94.93149518966675
20220927142455,94.87016201019287
20220927142456,94.87833976745605
20220927142457,94.87425088882446
20220927142458,94.808828830719
20220927142459,94.83745098114014
20220927142500,94.02376413345337
20220927142501,94.81700658798218
20220927142502,94.8538064956665
20220927142503,94.81291770935059
20220927142504,94.48580741882324
20220927142505,94.91922855377197
20220927142506,94.37540769577026
20220927142507,94.91105079650879
20220927142508,94.82518434524536
20220927142509,94.89060640335083
20220927142510,94.89060640335083
20220927142511,94.81700658798218
20220927142512,94.39994096755981
20220927142513,94.83336210250854
20220927142514,94.49807405471802
20220927142515,94.42038536071777
20220927142516,94.4571852684021
20220927142517,94.87833976745605
20220927142518,94.8538064956665
20220927142519,94.79247331619263
20220927142520,94.48171854019165
20220927142521,94.82518434524536
20220927142522,94.83336210250854
20220927142523,94.87425088882446
20220927142524,94.86607313156128
20220927142525,95.31584978103638
20220927142526,94.8047399520874
20220927142528,94.78020668029785
20220927142529,94.48580741882324
20220927142530,94.84971761703491
20220927142531,94.48580741882324
20220927142532,94.87425088882446
20220927142533,95.3526496887207
20220927142534,94.8538064956665
20220927142535,94.48580741882324
20220927142536,94.51442956924438
20220927142537,95.29949426651001
20220927142538,94.82518434524536
20220927142539,94.84153985977173
20220927142540,94.53896284103394
20220927142541,93.68438720703125
20220927142542,94.82927322387695
20220927142543,95.29949426651001
20220927142544,94.48989629745483
20220927142545,94.53896284103394
20220927142546,94.56349611282349
20220927142547,94.50216293334961
20220927142548,94.83336210250854
20220927142549,94.48171854019165
20220927142550,94.88242864608765
20220927142551,94.88651752471924
20220927142552,94.78838443756104
20220927142553,94.8538064956665
20220927142554,94.80065107345581
20220927142555,94.84153985977173
20220927142556,94.87016201019287
20220927142557,94.87425088882446
20220927142558,97.20900058746338
20220927142559,94.89469528198242
20220927142600,94.34678554534912
20220927142601,95.28313875198364
20220927142602,94.88242864608765
20220927142603,94.84971761703491
20220927142604,94.84971761703491
20220927142605,94.84971761703491
20220927142606,94.89469528198242
20220927142607,94.0564751625061
20220927142608,94.8578953742981
20220927142609,94.8578953742981
20220927142610,94.47354078292847
20220927142611,94.47354078292847
20220927142612,94.87425088882446
20220927142613,94.81291770935059
20220927142614,94.84971761703491
20220927142615,94.82518434524536
20220927142616,94.88651752471924
20220927142617,94.9028730392456
20220927142618,94.87425088882446
20220927142619,94.89878416061401
20220927142620,94.42447423934937
20220927142621,94.86607313156128
20220927142622,94.808828830719
20220927142623,94.44900751113892
20220927142624,94.87425088882446
20220927142625,94.8538064956665
20220927142626,94.9028730392456
20220927142627,94.84971761703491
20220927142628,95.33220529556274
20220927142629,94.8578953742981
20220927142630,94.8538064956665
20220927142631,95.26678323745728
20220927142632,94.48580741882324
20220927142633,95.3035831451416
20220927142634,94.82109546661377
20220927142635,94.86607313156128
20220927142636,94.49398517608643
20220927142637,94.93967294692993
20220927142638,94.87016201019287
20220927142639,94.92331743240356
20220927142640,94.86607313156128
20220927142641,95.3526496887207
20220927142642,94.81291770935059
20220927142643,95.26269435882568
20220927142644,94.81700658798218
20220927142645,94.84562873840332
20220927142646,95.28313875198364
20220927142647,94.87016201019287
20220927142648,94.81291770935059
20220927142649,94.86198425292969
20220927142650,94.84562873840332
20220927142651,95.69202661514282
20220927142652,94.44491863250732
20220927142653,95.62251567840576
20220927142654,94.49398517608643
20220927142656,95.3076720237732
20220927142657,94.83745098114014
20220927142658,94.9028730392456
20220927142659,94.82927322387695
20220927142700,94.46536302566528
20220927142701,95.33629417419434
20220927142702,94.84971761703491
20220927142703,94.46945190429688
20220927142704,94.82109546661377
20220927142705,94.86198425292969
20220927142706,95.27496099472046
20220927142707,94.51442956924438
20220927142708,94.86607313156128
20220927142709,95.33629417419434
20220927142710,95.33220529556274
20220927142711,94.52260732650757
20220927142712,95.36082744598389
20220927142713,95.34038305282593
20220927142714,95.3076720237732
20220927142715,94.83745098114014
20220927142716,94.88651752471924
20220927142717,94.49807405471802
20220927142718,94.86607313156128
20220927142719,95.34447193145752
20220927142720,94.83745098114014
20220927142721,94.53078508377075
20220927142722,94.9069619178772
20220927142723,94.808828830719
20220927142724,95.32402753829956
20220927142725,94.03194189071655
20220927142726,94.48580741882324
20220927142727,94.81700658798218
20220927142728,94.03603076934814
20220927142729,95.38536071777344
20220927142730,96.24402523040771
20220927142731,94.9028730392456
20220927142732,95.29949426651001
20220927142733,95.29540538787842
20220927142734,94.04420852661133
20220927142735,94.50216293334961
20220927142736,94.9069619178772
20220927142737,94.82109546661377
20220927142738,94.87425088882446
20220927142739,95.28313875198364
20220927142740,94.86607313156128
